loan_payment_id,loan_id,scheduled_amount,principal,interest,actual_amount,scheduled_date,paid_date
10335,95,686.51,684.86,1.64,686.51,2034-08-05,2034-08-05
10336,95,686.51,684.86,1.64,NULL,2034-09-04,NULL
10337,95,686.51,684.86,1.64,686.51,2034-10-04,2034-10-04
10338,95,686.51,684.86,1.64,686.51,2034-11-03,2034-11-03
10339,95,686.51,684.86,1.64,NULL,2034-12-03,NULL
10340,95,686.51,684.86,1.64,686.51,2035-01-02,2035-01-02
10341,95,686.51,684.86,1.64,NULL,2035-02-01,NULL
10342,95,686.51,684.86,1.64,686.51,2035-03-03,2035-03-03
10343,95,686.51,684.86,1.64,NULL,2035-04-02,NULL
10344,95,686.51,684.86,1.64,686.51,2035-05-02,2035-05-02
10345,95,686.51,684.86,1.64,686.51,2035-06-01,2035-06-01
10346,95,686.51,684.86,1.64,686.51,2035-07-01,2035-07-01
10347,95,686.51,684.86,1.64,686.51,2035-07-31,2035-07-31
10348,95,686.51,684.86,1.64,NULL,2035-08-30,NULL
10349,95,686.51,684.86,1.64,686.51,2035-09-29,2035-09-29
10350,95,686.51,684.86,1.64,686.51,2035-10-29,2035-10-29
10351,95,686.51,684.86,1.64,NULL,2035-11-28,NULL
10352,95,686.51,684.86,1.64,686.51,2035-12-28,2035-12-28
10353,95,686.51,684.86,1.64,NULL,2036-01-27,NULL
10354,95,686.51,684.86,1.64,NULL,2036-02-26,NULL
10355,95,686.51,684.86,1.64,686.51,2036-03-27,2036-03-27
10356,95,686.51,684.86,1.64,686.51,2036-04-26,2036-04-26
10357,95,686.51,684.86,1.64,NULL,2036-05-26,NULL
10358,95,686.51,684.86,1.64,NULL,2036-06-25,NULL
10359,95,686.51,684.86,1.64,686.51,2036-07-25,2036-07-25
10360,95,686.51,684.86,1.64,NULL,2036-08-24,NULL
10361,95,686.51,684.86,1.64,NULL,2036-09-23,NULL
10362,95,686.51,684.86,1.64,686.51,2036-10-23,2036-10-23
10363,95,686.51,684.86,1.64,NULL,2036-11-22,NULL
10364,95,686.51,684.86,1.64,686.51,2036-12-22,2036-12-22
10365,95,686.51,684.86,1.64,686.51,2037-01-21,2037-01-21
10366,95,686.51,684.86,1.64,NULL,2037-02-20,NULL
10367,95,686.51,684.86,1.64,686.51,2037-03-22,2037-03-22
10368,95,686.51,684.86,1.64,686.51,2037-04-21,2037-04-21
10369,95,686.51,684.86,1.64,686.51,2037-05-21,2037-05-21
10370,95,686.51,684.86,1.64,686.51,2037-06-20,2037-06-20
10371,95,686.51,684.86,1.64,NULL,2037-07-20,NULL
10372,95,686.51,684.86,1.64,686.51,2037-08-19,2037-08-19
10373,95,686.51,684.86,1.64,686.51,2037-09-18,2037-09-18
10374,95,686.51,684.86,1.64,686.51,2037-10-18,2037-10-18
10375,95,686.51,684.86,1.64,686.51,2037-11-17,2037-11-17
10376,95,686.51,684.86,1.64,686.51,2037-12-17,2037-12-17
10377,95,686.51,684.86,1.64,686.51,2038-01-16,2038-01-16
10378,95,686.51,684.86,1.64,NULL,2038-02-15,NULL
10379,95,686.51,684.86,1.64,686.51,2038-03-17,2038-03-17
10380,95,686.51,684.86,1.64,686.51,2038-04-16,2038-04-16
10381,95,686.51,684.86,1.64,686.51,2038-05-16,2038-05-16
10382,95,686.51,684.86,1.64,686.51,2038-06-15,2038-06-15
10383,95,686.51,684.86,1.64,686.51,2038-07-15,2038-07-15
10384,95,686.51,684.86,1.64,686.51,2038-08-14,2038-08-14
10385,95,686.51,684.86,1.64,686.51,2038-09-13,2038-09-13
10386,95,686.51,684.86,1.64,686.51,2038-10-13,2038-10-13
10387,95,686.51,684.86,1.64,686.51,2038-11-12,2038-11-12
10388,95,686.51,684.86,1.64,686.51,2038-12-12,2038-12-12
10389,95,686.51,684.86,1.64,686.51,2039-01-11,2039-01-11
10390,95,686.51,684.86,1.64,NULL,2039-02-10,NULL
10391,95,686.51,684.86,1.64,686.51,2039-03-12,2039-03-12
10392,95,686.51,684.86,1.64,686.51,2039-04-11,2039-04-11
10393,95,686.51,684.86,1.64,686.51,2039-05-11,2039-05-11
10394,95,686.51,684.86,1.64,686.51,2039-06-10,2039-06-10
10395,95,686.51,684.86,1.64,686.51,2039-07-10,2039-07-10
10396,95,686.51,684.86,1.64,686.51,2039-08-09,2039-08-09
10397,95,686.51,684.86,1.64,686.51,2039-09-08,2039-09-08
10398,95,686.51,684.86,1.64,686.51,2039-10-08,2039-10-08
10399,95,686.51,684.86,1.64,686.51,2039-11-07,2039-11-07
10400,95,686.51,684.86,1.64,686.51,2039-12-07,2039-12-07
10401,95,686.51,684.86,1.64,686.51,2040-01-06,2040-01-06
10402,95,686.51,684.86,1.64,686.51,2040-02-05,2040-02-05
10403,95,686.51,684.86,1.64,686.51,2040-03-06,2040-03-06
10404,95,686.51,684.86,1.64,686.51,2040-04-05,2040-04-05
10405,95,686.51,684.86,1.64,686.51,2040-05-05,2040-05-05
10406,95,686.51,684.86,1.64,686.51,2040-06-04,2040-06-04
10407,95,686.51,684.86,1.64,NULL,2040-07-04,NULL
10408,95,686.51,684.86,1.64,686.51,2040-08-03,2040-08-03
10409,95,686.51,684.86,1.64,686.51,2040-09-02,2040-09-02
10410,95,686.51,684.86,1.64,686.51,2040-10-02,2040-10-02
10411,95,686.51,684.86,1.64,686.51,2040-11-01,2040-11-01
10412,95,686.51,684.86,1.64,686.51,2040-12-01,2040-12-01
10413,95,686.51,684.86,1.64,686.51,2040-12-31,2040-12-31
10414,95,686.51,684.86,1.64,686.51,2041-01-30,2041-01-30
10415,95,686.51,684.86,1.64,686.51,2041-03-01,2041-03-01
10416,95,686.51,684.86,1.64,686.51,2041-03-31,2041-03-31
10417,95,686.51,684.86,1.64,686.51,2041-04-30,2041-04-30
10418,95,686.51,684.86,1.64,686.51,2041-05-30,2041-05-30
10419,95,686.51,684.86,1.64,686.51,2041-06-29,2041-06-29
10420,95,686.51,684.86,1.64,686.51,2041-07-29,2041-07-29
10421,95,686.51,684.86,1.64,NULL,2041-08-28,NULL
10422,95,686.51,684.86,1.64,NULL,2041-09-27,NULL
10423,95,686.51,684.86,1.64,686.51,2041-10-27,2041-10-27
10424,95,686.51,684.86,1.64,686.51,2041-11-26,2041-11-26
10425,95,686.51,684.86,1.64,686.51,2041-12-26,2041-12-26
10426,95,686.51,684.86,1.64,686.51,2042-01-25,2042-01-25
10427,95,686.51,684.86,1.64,686.51,2042-02-24,2042-02-24
10428,95,686.51,684.86,1.64,NULL,2042-03-26,NULL
10429,95,686.51,684.86,1.64,686.51,2042-04-25,2042-04-25
10430,95,686.51,684.86,1.64,686.51,2042-05-25,2042-05-25
10431,95,686.51,684.86,1.64,686.51,2042-06-24,2042-06-24
10432,95,686.51,684.86,1.64,686.51,2042-07-24,2042-07-24
10433,95,686.51,684.86,1.64,686.51,2042-08-23,2042-08-23
10434,95,686.51,684.86,1.64,686.51,2042-09-22,2042-09-22
10435,95,686.51,684.86,1.64,686.51,2042-10-22,2042-10-22
10436,95,686.51,684.86,1.64,686.51,2042-11-21,2042-11-21
10437,95,686.51,684.86,1.64,686.51,2042-12-21,2042-12-21
10438,95,686.51,684.86,1.64,686.51,2043-01-20,2043-01-20
10439,95,686.51,684.86,1.64,686.51,2043-02-19,2043-02-19
10440,95,686.51,684.86,1.64,686.51,2043-03-21,2043-03-21
10441,96,1132.77,1127.18,5.59,NULL,2023-07-28,NULL
10442,96,1132.77,1127.18,5.59,NULL,2023-08-27,NULL
10443,96,1132.77,1127.18,5.59,1132.77,2023-09-26,2023-09-26
10444,96,1132.77,1127.18,5.59,1132.77,2023-10-26,2023-10-26
10445,96,1132.77,1127.18,5.59,1132.77,2023-11-25,2023-11-25
10446,96,1132.77,1127.18,5.59,1132.77,2023-12-25,2023-12-25
10447,96,1132.77,1127.18,5.59,1132.77,2024-01-24,2024-01-24
10448,96,1132.77,1127.18,5.59,1132.77,2024-02-23,2024-02-23
10449,96,1132.77,1127.18,5.59,1132.77,2024-03-24,2024-03-24
10450,96,1132.77,1127.18,5.59,1132.77,2024-04-23,2024-04-23
10451,96,1132.77,1127.18,5.59,1132.77,2024-05-23,2024-05-23
10452,96,1132.77,1127.18,5.59,1132.77,2024-06-22,2024-06-22
10453,96,1132.77,1127.18,5.59,NULL,2024-07-22,NULL
10454,96,1132.77,1127.18,5.59,1132.77,2024-08-21,2024-08-21
10455,96,1132.77,1127.18,5.59,1132.77,2024-09-20,2024-09-20
10456,96,1132.77,1127.18,5.59,1132.77,2024-10-20,2024-10-20
10457,96,1132.77,1127.18,5.59,1132.77,2024-11-19,2024-11-19
10458,96,1132.77,1127.18,5.59,1132.77,2024-12-19,2024-12-19
10459,96,1132.77,1127.18,5.59,1132.77,2025-01-18,2025-01-18
10460,96,1132.77,1127.18,5.59,1132.77,2025-02-17,2025-02-17
10461,96,1132.77,1127.18,5.59,1132.77,2025-03-19,2025-03-19
10462,96,1132.77,1127.18,5.59,1132.77,2025-04-18,2025-04-18
10463,96,1132.77,1127.18,5.59,1132.77,2025-05-18,2025-05-18
10464,96,1132.77,1127.18,5.59,1132.77,2025-06-17,2025-06-17
10465,96,1132.77,1127.18,5.59,1132.77,2025-07-17,2025-07-17
10466,96,1132.77,1127.18,5.59,NULL,2025-08-16,NULL
10467,96,1132.77,1127.18,5.59,NULL,2025-09-15,NULL
10468,96,1132.77,1127.18,5.59,NULL,2025-10-15,NULL
10469,96,1132.77,1127.18,5.59,1132.77,2025-11-14,2025-11-14
10470,96,1132.77,1127.18,5.59,1132.77,2025-12-14,2025-12-14
10471,96,1132.77,1127.18,5.59,1132.77,2026-01-13,2026-01-13
10472,96,1132.77,1127.18,5.59,1132.77,2026-02-12,2026-02-12
10473,96,1132.77,1127.18,5.59,1132.77,2026-03-14,2026-03-14
10474,96,1132.77,1127.18,5.59,1132.77,2026-04-13,2026-04-13
10475,96,1132.77,1127.18,5.59,1132.77,2026-05-13,2026-05-13
10476,96,1132.77,1127.18,5.59,NULL,2026-06-12,NULL
10477,96,1132.77,1127.18,5.59,1132.77,2026-07-12,2026-07-12
10478,96,1132.77,1127.18,5.59,1132.77,2026-08-11,2026-08-11
10479,96,1132.77,1127.18,5.59,1132.77,2026-09-10,2026-09-10
10480,96,1132.77,1127.18,5.59,NULL,2026-10-10,NULL
10481,96,1132.77,1127.18,5.59,NULL,2026-11-09,NULL
10482,96,1132.77,1127.18,5.59,1132.77,2026-12-09,2026-12-09
10483,96,1132.77,1127.18,5.59,NULL,2027-01-08,NULL
10484,96,1132.77,1127.18,5.59,1132.77,2027-02-07,2027-02-07
10485,96,1132.77,1127.18,5.59,1132.77,2027-03-09,2027-03-09
10486,96,1132.77,1127.18,5.59,1132.77,2027-04-08,2027-04-08
10487,96,1132.77,1127.18,5.59,1132.77,2027-05-08,2027-05-08
10488,96,1132.77,1127.18,5.59,1132.77,2027-06-07,2027-06-07
10489,96,1132.77,1127.18,5.59,1132.77,2027-07-07,2027-07-07
10490,96,1132.77,1127.18,5.59,1132.77,2027-08-06,2027-08-06
10491,96,1132.77,1127.18,5.59,1132.77,2027-09-05,2027-09-05
10492,96,1132.77,1127.18,5.59,NULL,2027-10-05,NULL
10493,96,1132.77,1127.18,5.59,1132.77,2027-11-04,2027-11-04
10494,96,1132.77,1127.18,5.59,1132.77,2027-12-04,2027-12-04
10495,96,1132.77,1127.18,5.59,1132.77,2028-01-03,2028-01-03
10496,96,1132.77,1127.18,5.59,1132.77,2028-02-02,2028-02-02
10497,96,1132.77,1127.18,5.59,1132.77,2028-03-03,2028-03-03
10498,96,1132.77,1127.18,5.59,NULL,2028-04-02,NULL
10499,96,1132.77,1127.18,5.59,1132.77,2028-05-02,2028-05-02
10500,96,1132.77,1127.18,5.59,1132.77,2028-06-01,2028-06-01
10501,97,3060.91,3038.17,22.74,3060.91,2018-10-31,2018-10-31
10502,97,3060.91,3038.17,22.74,3060.91,2018-11-30,2018-11-30
10503,97,3060.91,3038.17,22.74,NULL,2018-12-30,NULL
10504,97,3060.91,3038.17,22.74,3060.91,2019-01-29,2019-01-29
10505,97,3060.91,3038.17,22.74,NULL,2019-02-28,NULL
10506,97,3060.91,3038.17,22.74,3060.91,2019-03-30,2019-03-30
10507,97,3060.91,3038.17,22.74,3060.91,2019-04-29,2019-04-29
10508,97,3060.91,3038.17,22.74,3060.91,2019-05-29,2019-05-29
10509,97,3060.91,3038.17,22.74,3060.91,2019-06-28,2019-06-28
10510,97,3060.91,3038.17,22.74,3060.91,2019-07-28,2019-07-28
10511,97,3060.91,3038.17,22.74,3060.91,2019-08-27,2019-08-27
10512,97,3060.91,3038.17,22.74,3060.91,2019-09-26,2019-09-26
10513,97,3060.91,3038.17,22.74,3060.91,2019-10-26,2019-10-26
10514,97,3060.91,3038.17,22.74,3060.91,2019-11-25,2019-11-25
10515,97,3060.91,3038.17,22.74,NULL,2019-12-25,NULL
10516,97,3060.91,3038.17,22.74,3060.91,2020-01-24,2020-01-24
10517,97,3060.91,3038.17,22.74,3060.91,2020-02-23,2020-02-23
10518,97,3060.91,3038.17,22.74,NULL,2020-03-24,NULL
10519,97,3060.91,3038.17,22.74,NULL,2020-04-23,NULL
10520,97,3060.91,3038.17,22.74,3060.91,2020-05-23,2020-05-23
10521,97,3060.91,3038.17,22.74,3060.91,2020-06-22,2020-06-22
10522,97,3060.91,3038.17,22.74,3060.91,2020-07-22,2020-07-22
10523,97,3060.91,3038.17,22.74,3060.91,2020-08-21,2020-08-21
10524,97,3060.91,3038.17,22.74,3060.91,2020-09-20,2020-09-20
10525,97,3060.91,3038.17,22.74,NULL,2020-10-20,NULL
10526,97,3060.91,3038.17,22.74,3060.91,2020-11-19,2020-11-19
10527,97,3060.91,3038.17,22.74,3060.91,2020-12-19,2020-12-19
10528,97,3060.91,3038.17,22.74,3060.91,2021-01-18,2021-01-18
10529,97,3060.91,3038.17,22.74,NULL,2021-02-17,NULL
10530,97,3060.91,3038.17,22.74,3060.91,2021-03-19,2021-03-19
10531,97,3060.91,3038.17,22.74,3060.91,2021-04-18,2021-04-18
10532,97,3060.91,3038.17,22.74,NULL,2021-05-18,NULL
10533,97,3060.91,3038.17,22.74,NULL,2021-06-17,NULL
10534,97,3060.91,3038.17,22.74,3060.91,2021-07-17,2021-07-17
10535,97,3060.91,3038.17,22.74,NULL,2021-08-16,NULL
10536,97,3060.91,3038.17,22.74,3060.91,2021-09-15,2021-09-15
10537,97,3060.91,3038.17,22.74,NULL,2021-10-15,NULL
10538,97,3060.91,3038.17,22.74,NULL,2021-11-14,NULL
10539,97,3060.91,3038.17,22.74,3060.91,2021-12-14,2021-12-14
10540,97,3060.91,3038.17,22.74,NULL,2022-01-13,NULL
10541,97,3060.91,3038.17,22.74,NULL,2022-02-12,NULL
10542,97,3060.91,3038.17,22.74,3060.91,2022-03-14,2022-03-14
10543,97,3060.91,3038.17,22.74,NULL,2022-04-13,NULL
10544,97,3060.91,3038.17,22.74,3060.91,2022-05-13,2022-05-13
10545,97,3060.91,3038.17,22.74,3060.91,2022-06-12,2022-06-12
10546,97,3060.91,3038.17,22.74,NULL,2022-07-12,NULL
10547,97,3060.91,3038.17,22.74,3060.91,2022-08-11,2022-08-11
10548,97,3060.91,3038.17,22.74,3060.91,2022-09-10,2022-09-10
10549,97,3060.91,3038.17,22.74,3060.91,2022-10-10,2022-10-10
10550,97,3060.91,3038.17,22.74,3060.91,2022-11-09,2022-11-09
10551,97,3060.91,3038.17,22.74,3060.91,2022-12-09,2022-12-09
10552,97,3060.91,3038.17,22.74,3060.91,2023-01-08,2023-01-08
10553,97,3060.91,3038.17,22.74,3060.91,2023-02-07,2023-02-07
10554,97,3060.91,3038.17,22.74,3060.91,2023-03-09,2023-03-09
10555,97,3060.91,3038.17,22.74,3060.91,2023-04-08,2023-04-08
10556,97,3060.91,3038.17,22.74,3060.91,2023-05-08,2023-05-08
10557,97,3060.91,3038.17,22.74,3060.91,2023-06-07,2023-06-07
10558,97,3060.91,3038.17,22.74,3060.91,2023-07-07,2023-07-07
10559,97,3060.91,3038.17,22.74,NULL,2023-08-06,NULL
10560,97,3060.91,3038.17,22.74,3060.91,2023-09-05,2023-09-05
10561,98,1536.12,1526.19,9.93,NULL,2018-10-17,NULL
10562,98,1536.12,1526.19,9.93,1536.12,2018-11-16,2018-11-16
10563,98,1536.12,1526.19,9.93,1536.12,2018-12-16,2018-12-16
10564,98,1536.12,1526.19,9.93,1536.12,2019-01-15,2019-01-15
10565,98,1536.12,1526.19,9.93,1536.12,2019-02-14,2019-02-14
10566,98,1536.12,1526.19,9.93,1536.12,2019-03-16,2019-03-16
10567,98,1536.12,1526.19,9.93,1536.12,2019-04-15,2019-04-15
10568,98,1536.12,1526.19,9.93,1536.12,2019-05-15,2019-05-15
10569,98,1536.12,1526.19,9.93,1536.12,2019-06-14,2019-06-14
10570,98,1536.12,1526.19,9.93,1536.12,2019-07-14,2019-07-14
10571,98,1536.12,1526.19,9.93,1536.12,2019-08-13,2019-08-13
10572,98,1536.12,1526.19,9.93,NULL,2019-09-12,NULL
10573,98,1536.12,1526.19,9.93,1536.12,2019-10-12,2019-10-12
10574,98,1536.12,1526.19,9.93,NULL,2019-11-11,NULL
10575,98,1536.12,1526.19,9.93,1536.12,2019-12-11,2019-12-11
10576,98,1536.12,1526.19,9.93,NULL,2020-01-10,NULL
10577,98,1536.12,1526.19,9.93,1536.12,2020-02-09,2020-02-09
10578,98,1536.12,1526.19,9.93,1536.12,2020-03-10,2020-03-10
10579,98,1536.12,1526.19,9.93,NULL,2020-04-09,NULL
10580,98,1536.12,1526.19,9.93,NULL,2020-05-09,NULL
10581,98,1536.12,1526.19,9.93,1536.12,2020-06-08,2020-06-08
10582,98,1536.12,1526.19,9.93,1536.12,2020-07-08,2020-07-08
10583,98,1536.12,1526.19,9.93,NULL,2020-08-07,NULL
10584,98,1536.12,1526.19,9.93,1536.12,2020-09-06,2020-09-06
10585,98,1536.12,1526.19,9.93,NULL,2020-10-06,NULL
10586,98,1536.12,1526.19,9.93,1536.12,2020-11-05,2020-11-05
10587,98,1536.12,1526.19,9.93,NULL,2020-12-05,NULL
10588,98,1536.12,1526.19,9.93,1536.12,2021-01-04,2021-01-04
10589,98,1536.12,1526.19,9.93,1536.12,2021-02-03,2021-02-03
10590,98,1536.12,1526.19,9.93,1536.12,2021-03-05,2021-03-05
10591,98,1536.12,1526.19,9.93,1536.12,2021-04-04,2021-04-04
10592,98,1536.12,1526.19,9.93,1536.12,2021-05-04,2021-05-04
10593,98,1536.12,1526.19,9.93,1536.12,2021-06-03,2021-06-03
10594,98,1536.12,1526.19,9.93,NULL,2021-07-03,NULL
10595,98,1536.12,1526.19,9.93,1536.12,2021-08-02,2021-08-02
10596,98,1536.12,1526.19,9.93,NULL,2021-09-01,NULL
10597,98,1536.12,1526.19,9.93,1536.12,2021-10-01,2021-10-01
10598,98,1536.12,1526.19,9.93,1536.12,2021-10-31,2021-10-31
10599,98,1536.12,1526.19,9.93,NULL,2021-11-30,NULL
10600,98,1536.12,1526.19,9.93,1536.12,2021-12-30,2021-12-30
10601,98,1536.12,1526.19,9.93,1536.12,2022-01-29,2022-01-29
10602,98,1536.12,1526.19,9.93,NULL,2022-02-28,NULL
10603,98,1536.12,1526.19,9.93,1536.12,2022-03-30,2022-03-30
10604,98,1536.12,1526.19,9.93,NULL,2022-04-29,NULL
10605,98,1536.12,1526.19,9.93,1536.12,2022-05-29,2022-05-29
10606,98,1536.12,1526.19,9.93,1536.12,2022-06-28,2022-06-28
10607,98,1536.12,1526.19,9.93,NULL,2022-07-28,NULL
10608,98,1536.12,1526.19,9.93,1536.12,2022-08-27,2022-08-27
10609,98,1536.12,1526.19,9.93,NULL,2022-09-26,NULL
10610,98,1536.12,1526.19,9.93,1536.12,2022-10-26,2022-10-26
10611,98,1536.12,1526.19,9.93,NULL,2022-11-25,NULL
10612,98,1536.12,1526.19,9.93,NULL,2022-12-25,NULL
10613,98,1536.12,1526.19,9.93,1536.12,2023-01-24,2023-01-24
10614,98,1536.12,1526.19,9.93,1536.12,2023-02-23,2023-02-23
10615,98,1536.12,1526.19,9.93,1536.12,2023-03-25,2023-03-25
10616,98,1536.12,1526.19,9.93,1536.12,2023-04-24,2023-04-24
10617,98,1536.12,1526.19,9.93,NULL,2023-05-24,NULL
10618,98,1536.12,1526.19,9.93,1536.12,2023-06-23,2023-06-23
10619,98,1536.12,1526.19,9.93,1536.12,2023-07-23,2023-07-23
10620,98,1536.12,1526.19,9.93,1536.12,2023-08-22,2023-08-22
10621,99,286.2,284.25,1.96,286.2,2021-05-24,2021-05-24
10622,99,286.2,284.25,1.96,NULL,2021-06-23,NULL
10623,99,286.2,284.25,1.96,NULL,2021-07-23,NULL
10624,99,286.2,284.25,1.96,286.2,2021-08-22,2021-08-22
10625,99,286.2,284.25,1.96,NULL,2021-09-21,NULL
10626,99,286.2,284.25,1.96,286.2,2021-10-21,2021-10-21
10627,99,286.2,284.25,1.96,NULL,2021-11-20,NULL
10628,99,286.2,284.25,1.96,286.2,2021-12-20,2021-12-20
10629,99,286.2,284.25,1.96,286.2,2022-01-19,2022-01-19
10630,99,286.2,284.25,1.96,286.2,2022-02-18,2022-02-18
10631,99,286.2,284.25,1.96,286.2,2022-03-20,2022-03-20
10632,99,286.2,284.25,1.96,286.2,2022-04-19,2022-04-19
10633,99,286.2,284.25,1.96,NULL,2022-05-19,NULL
10634,99,286.2,284.25,1.96,286.2,2022-06-18,2022-06-18
10635,99,286.2,284.25,1.96,286.2,2022-07-18,2022-07-18
10636,99,286.2,284.25,1.96,286.2,2022-08-17,2022-08-17
10637,99,286.2,284.25,1.96,286.2,2022-09-16,2022-09-16
10638,99,286.2,284.25,1.96,NULL,2022-10-16,NULL
10639,99,286.2,284.25,1.96,286.2,2022-11-15,2022-11-15
10640,99,286.2,284.25,1.96,286.2,2022-12-15,2022-12-15
10641,99,286.2,284.25,1.96,286.2,2023-01-14,2023-01-14
10642,99,286.2,284.25,1.96,NULL,2023-02-13,NULL
10643,99,286.2,284.25,1.96,286.2,2023-03-15,2023-03-15
10644,99,286.2,284.25,1.96,NULL,2023-04-14,NULL
10645,100,915.39,908.2,7.2,915.39,2022-09-17,2022-09-17
10646,100,915.39,908.2,7.2,NULL,2022-10-17,NULL
10647,100,915.39,908.2,7.2,915.39,2022-11-16,2022-11-16
10648,100,915.39,908.2,7.2,915.39,2022-12-16,2022-12-16
10649,100,915.39,908.2,7.2,915.39,2023-01-15,2023-01-15
10650,100,915.39,908.2,7.2,915.39,2023-02-14,2023-02-14
10651,100,915.39,908.2,7.2,NULL,2023-03-16,NULL
10652,100,915.39,908.2,7.2,915.39,2023-04-15,2023-04-15
10653,100,915.39,908.2,7.2,915.39,2023-05-15,2023-05-15
10654,100,915.39,908.2,7.2,915.39,2023-06-14,2023-06-14
10655,100,915.39,908.2,7.2,915.39,2023-07-14,2023-07-14
10656,100,915.39,908.2,7.2,915.39,2023-08-13,2023-08-13
10657,100,915.39,908.2,7.2,915.39,2023-09-12,2023-09-12
10658,100,915.39,908.2,7.2,915.39,2023-10-12,2023-10-12
10659,100,915.39,908.2,7.2,915.39,2023-11-11,2023-11-11
10660,100,915.39,908.2,7.2,915.39,2023-12-11,2023-12-11
10661,100,915.39,908.2,7.2,915.39,2024-01-10,2024-01-10
10662,100,915.39,908.2,7.2,915.39,2024-02-09,2024-02-09
10663,100,915.39,908.2,7.2,915.39,2024-03-10,2024-03-10
10664,100,915.39,908.2,7.2,915.39,2024-04-09,2024-04-09
10665,100,915.39,908.2,7.2,NULL,2024-05-09,NULL
10666,100,915.39,908.2,7.2,915.39,2024-06-08,2024-06-08
10667,100,915.39,908.2,7.2,915.39,2024-07-08,2024-07-08
10668,100,915.39,908.2,7.2,915.39,2024-08-07,2024-08-07
10669,100,915.39,908.2,7.2,915.39,2024-09-06,2024-09-06
10670,100,915.39,908.2,7.2,915.39,2024-10-06,2024-10-06
10671,100,915.39,908.2,7.2,NULL,2024-11-05,NULL
10672,100,915.39,908.2,7.2,915.39,2024-12-05,2024-12-05
10673,100,915.39,908.2,7.2,NULL,2025-01-04,NULL
10674,100,915.39,908.2,7.2,915.39,2025-02-03,2025-02-03
10675,100,915.39,908.2,7.2,915.39,2025-03-05,2025-03-05
10676,100,915.39,908.2,7.2,915.39,2025-04-04,2025-04-04
10677,100,915.39,908.2,7.2,915.39,2025-05-04,2025-05-04
10678,100,915.39,908.2,7.2,915.39,2025-06-03,2025-06-03
10679,100,915.39,908.2,7.2,NULL,2025-07-03,NULL
10680,100,915.39,908.2,7.2,915.39,2025-08-02,2025-08-02
10681,101,2301.39,2292.82,8.58,2301.39,2019-03-20,2019-03-20
10682,101,2301.39,2292.82,8.58,2301.39,2019-04-19,2019-04-19
10683,101,2301.39,2292.82,8.58,2301.39,2019-05-19,2019-05-19
10684,101,2301.39,2292.82,8.58,2301.39,2019-06-18,2019-06-18
10685,101,2301.39,2292.82,8.58,2301.39,2019-07-18,2019-07-18
10686,101,2301.39,2292.82,8.58,2301.39,2019-08-17,2019-08-17
10687,101,2301.39,2292.82,8.58,2301.39,2019-09-16,2019-09-16
10688,101,2301.39,2292.82,8.58,2301.39,2019-10-16,2019-10-16
10689,101,2301.39,2292.82,8.58,NULL,2019-11-15,NULL
10690,101,2301.39,2292.82,8.58,2301.39,2019-12-15,2019-12-15
10691,101,2301.39,2292.82,8.58,2301.39,2020-01-14,2020-01-14
10692,101,2301.39,2292.82,8.58,2301.39,2020-02-13,2020-02-13
10693,101,2301.39,2292.82,8.58,2301.39,2020-03-14,2020-03-14
10694,101,2301.39,2292.82,8.58,2301.39,2020-04-13,2020-04-13
10695,101,2301.39,2292.82,8.58,2301.39,2020-05-13,2020-05-13
10696,101,2301.39,2292.82,8.58,2301.39,2020-06-12,2020-06-12
10697,101,2301.39,2292.82,8.58,2301.39,2020-07-12,2020-07-12
10698,101,2301.39,2292.82,8.58,NULL,2020-08-11,NULL
10699,101,2301.39,2292.82,8.58,2301.39,2020-09-10,2020-09-10
10700,101,2301.39,2292.82,8.58,2301.39,2020-10-10,2020-10-10
10701,101,2301.39,2292.82,8.58,2301.39,2020-11-09,2020-11-09
10702,101,2301.39,2292.82,8.58,2301.39,2020-12-09,2020-12-09
10703,101,2301.39,2292.82,8.58,2301.39,2021-01-08,2021-01-08
10704,101,2301.39,2292.82,8.58,2301.39,2021-02-07,2021-02-07
10705,101,2301.39,2292.82,8.58,2301.39,2021-03-09,2021-03-09
10706,101,2301.39,2292.82,8.58,NULL,2021-04-08,NULL
10707,101,2301.39,2292.82,8.58,2301.39,2021-05-08,2021-05-08
10708,101,2301.39,2292.82,8.58,2301.39,2021-06-07,2021-06-07
10709,101,2301.39,2292.82,8.58,NULL,2021-07-07,NULL
10710,101,2301.39,2292.82,8.58,2301.39,2021-08-06,2021-08-06
10711,101,2301.39,2292.82,8.58,NULL,2021-09-05,NULL
10712,101,2301.39,2292.82,8.58,2301.39,2021-10-05,2021-10-05
10713,101,2301.39,2292.82,8.58,2301.39,2021-11-04,2021-11-04
10714,101,2301.39,2292.82,8.58,2301.39,2021-12-04,2021-12-04
10715,101,2301.39,2292.82,8.58,2301.39,2022-01-03,2022-01-03
10716,101,2301.39,2292.82,8.58,2301.39,2022-02-02,2022-02-02
10717,102,1900.56,1889.59,10.98,1900.56,2024-05-30,2024-05-30
10718,102,1900.56,1889.59,10.98,1900.56,2024-06-29,2024-06-29
10719,102,1900.56,1889.59,10.98,1900.56,2024-07-29,2024-07-29
10720,102,1900.56,1889.59,10.98,NULL,2024-08-28,NULL
10721,102,1900.56,1889.59,10.98,1900.56,2024-09-27,2024-09-27
10722,102,1900.56,1889.59,10.98,1900.56,2024-10-27,2024-10-27
