transaction_id,type_id,loan_payment_id,employee_id,from_account_id,to_account_id,amount,transaction_date
8926,4,10974,NULL,914,NULL,99.92,2023-09-01
8927,3,NULL,NULL,489,2056,1283.51,2015-03-15
8928,3,NULL,NULL,1244,2456,50.0,2017-05-19
8929,2,NULL,NULL,307,NULL,281.83,2018-06-22
8930,2,NULL,NULL,944,NULL,150.82,2016-03-04
8931,1,NULL,663,1637,NULL,1329.94,2021-05-15
8932,2,NULL,NULL,174,NULL,239.6,2021-06-25
8933,2,NULL,NULL,1587,NULL,189.65,2015-05-01
8934,1,NULL,25,1017,NULL,3756.87,2015-12-15
8935,4,14917,1168,551,NULL,5257.23,2017-08-25
8936,4,17852,NULL,1828,NULL,590.48,2020-07-06
8937,2,NULL,NULL,2071,NULL,494.25,2017-09-02
8938,1,NULL,986,1380,NULL,2894.43,2017-06-13
8939,4,7974,NULL,2163,NULL,332.83,2029-04-15
8940,3,NULL,NULL,262,2264,1926.19,2022-11-16
8941,1,NULL,989,614,NULL,465.19,2019-02-12
8942,2,NULL,NULL,1972,NULL,20.0,2023-01-22
8943,2,NULL,NULL,1696,NULL,67.47,2019-05-10
8944,1,NULL,637,846,NULL,4448.31,2017-09-01
8945,2,NULL,NULL,589,NULL,45.41,2019-03-24
8946,2,NULL,913,1767,NULL,1029.82,2020-03-27
8947,4,25763,NULL,1584,NULL,1657.11,2030-11-05
8948,4,16771,NULL,2350,NULL,576.87,2030-05-05
8949,2,NULL,NULL,314,NULL,296.02,2020-10-09
8950,2,NULL,NULL,501,NULL,514.15,2017-06-09
8951,1,NULL,234,338,NULL,1341.25,2017-01-15
8952,4,19207,NULL,1898,NULL,839.36,2035-11-26
8953,2,NULL,NULL,428,NULL,499.3,2015-03-06
8954,2,NULL,NULL,2152,NULL,360.7,2017-10-27
8955,1,NULL,770,1017,NULL,4947.25,2015-06-01
8956,2,NULL,NULL,1959,NULL,125.51,2015-05-16
8957,2,NULL,NULL,1779,NULL,93.17,2017-01-13
8958,2,NULL,248,49,NULL,136.33,2016-02-28
8959,2,NULL,NULL,1138,NULL,30.94,2018-12-14
8960,4,15969,667,1889,NULL,671.02,2029-03-15
8961,2,NULL,NULL,2339,NULL,26.08,2019-09-14
8962,3,NULL,NULL,1202,381,1890.54,2019-02-18
8963,1,NULL,NULL,2290,NULL,172.4,2018-01-04
8964,4,571,NULL,385,NULL,1399.15,2025-06-06
8965,4,15682,NULL,1852,NULL,1347.29,2023-05-20
8966,1,NULL,385,1796,NULL,2660.59,2021-04-22
8967,2,NULL,NULL,30,NULL,79.97,2020-01-10
8968,2,NULL,1183,230,NULL,151.11,2017-09-08
8969,1,NULL,393,1771,NULL,2371.48,2015-07-12
8970,1,NULL,754,1560,NULL,1651.03,2023-03-15
8971,3,NULL,NULL,642,361,1976.82,2015-02-19
8972,1,NULL,NULL,436,NULL,543.38,2023-09-08
8973,3,NULL,698,770,1196,874.33,2015-01-11
8974,3,NULL,NULL,1784,988,1123.7,2023-01-11
8975,1,NULL,331,1787,NULL,2853.23,2021-03-11
8976,2,NULL,NULL,166,NULL,277.11,2023-12-22
8977,1,NULL,179,376,NULL,3328.45,2020-11-23
8978,1,NULL,680,2474,NULL,4435.52,2018-05-11
8979,1,NULL,935,318,NULL,3000.24,2018-12-15
8980,2,NULL,NULL,2210,NULL,93.67,2017-04-14
8981,4,22951,NULL,524,NULL,409.55,2032-09-11
8982,1,NULL,266,2447,NULL,2177.14,2021-03-05
8983,3,NULL,NULL,119,2239,1407.93,2021-06-17
8984,1,NULL,NULL,1054,NULL,530.38,2021-09-01
8985,2,NULL,NULL,547,NULL,374.68,2020-02-16
8986,4,21490,NULL,1858,NULL,2256.93,2022-10-07
8987,3,NULL,NULL,1655,225,2168.66,2016-10-16
8988,4,832,NULL,956,NULL,1617.19,2025-08-06
8989,1,NULL,1113,2334,NULL,3341.53,2019-12-28
8990,4,24161,NULL,2129,NULL,1252.86,2026-09-17
8991,1,NULL,NULL,153,NULL,100.0,2016-07-07
8992,1,NULL,412,2391,NULL,2012.32,2019-01-28
8993,1,NULL,NULL,684,NULL,996.57,2020-04-04
8994,1,NULL,40,2327,NULL,1739.41,2023-11-19
8995,4,26231,986,1495,NULL,189.88,2024-05-17
8996,1,NULL,1193,47,NULL,4312.87,2022-10-22
8997,2,NULL,50,1500,NULL,614.0,2018-10-12
8998,1,NULL,1031,1208,NULL,2628.19,2016-05-13
8999,3,NULL,680,943,892,1960.43,2023-02-16
9000,1,NULL,434,298,NULL,3048.62,2017-05-12
9001,2,NULL,NULL,2341,NULL,225.92,2018-03-30
9002,2,NULL,NULL,1156,NULL,147.47,2022-07-22
9003,1,NULL,559,963,NULL,1278.49,2016-11-01
9004,2,NULL,NULL,437,NULL,56.96,2017-12-29
9005,2,NULL,NULL,2114,NULL,63.9,2021-03-19
9006,2,NULL,922,2220,NULL,115.81,2018-08-10
9007,3,NULL,NULL,2494,1521,1431.39,2017-06-12
9008,1,NULL,253,1878,NULL,6494.89,2017-01-17
9009,1,NULL,389,1122,NULL,2805.59,2019-02-22
9010,1,NULL,842,1226,NULL,2429.41,2021-03-13
9011,1,NULL,880,2249,NULL,100.0,2019-10-15
9012,3,NULL,NULL,271,1297,1787.37,2017-09-19
9013,4,17955,NULL,620,NULL,6290.7,2022-09-19
9014,2,NULL,NULL,244,NULL,272.85,2021-07-23
9015,3,NULL,536,666,1168,743.98,2018-01-13
9016,2,NULL,NULL,433,NULL,20.24,2021-04-03
9017,3,NULL,NULL,954,61,50.0,2022-05-14
9018,2,NULL,NULL,1594,NULL,634.7,2019-11-30
9019,2,NULL,NULL,415,NULL,127.73,2021-01-10
9020,3,NULL,NULL,1004,2250,2255.82,2023-08-18
9021,2,NULL,1183,143,NULL,20.35,2017-01-27
9022,2,NULL,NULL,1819,NULL,742.81,2023-06-10
9023,2,NULL,NULL,2493,NULL,506.5,2016-08-12
9024,3,NULL,236,851,2201,1417.04,2016-09-12
9025,4,13157,NULL,1622,NULL,242.06,2038-07-07
9026,1,NULL,468,1072,NULL,3829.28,2021-10-15
9027,2,NULL,1036,124,NULL,208.21,2016-03-04
9028,2,NULL,NULL,2399,NULL,183.82,2023-04-14
9029,1,NULL,NULL,872,NULL,596.04,2016-09-01
9030,1,NULL,694,2139,NULL,2221.55,2020-10-30
9031,1,NULL,1129,89,NULL,1383.86,2022-09-15
9032,1,NULL,412,500,NULL,4481.66,2015-01-16
9033,2,NULL,NULL,586,NULL,713.02,2016-06-10
9034,1,NULL,984,220,NULL,1709.16,2017-06-06
9035,3,NULL,NULL,2111,1464,2359.58,2023-08-15
9036,1,NULL,412,218,NULL,1722.78,2022-02-03
9037,2,NULL,NULL,532,NULL,314.56,2017-03-10
9038,3,NULL,NULL,312,685,1300.95,2015-02-14
9039,1,NULL,NULL,284,NULL,100.0,2020-01-01
9040,1,NULL,NULL,2496,NULL,842.63,2018-04-23
9041,2,NULL,NULL,2377,NULL,214.3,2017-02-03
9042,4,25796,NULL,911,NULL,5190.89,2021-06-24
9043,2,NULL,NULL,546,NULL,92.82,2023-02-18
9044,1,NULL,680,1361,NULL,2004.69,2019-05-26
9045,2,NULL,NULL,489,NULL,46.53,2023-05-05
9046,1,NULL,644,1866,NULL,3282.11,2019-01-03
9047,2,NULL,NULL,825,NULL,32.54,2016-04-22
9048,1,NULL,229,2400,NULL,3044.37,2018-06-21
9049,1,NULL,NULL,2206,NULL,178.98,2023-09-12
9050,1,NULL,NULL,1026,NULL,898.16,2021-04-07
9051,3,NULL,NULL,736,790,1320.79,2022-05-10
9052,2,NULL,NULL,2403,NULL,28.53,2015-08-28
9053,1,NULL,1088,2352,NULL,3443.7,2019-06-22
9054,1,NULL,253,1643,NULL,4800.12,2023-09-17
9055,2,NULL,NULL,1669,NULL,67.04,2023-12-24
9056,2,NULL,NULL,922,NULL,226.78,2021-09-03
9057,2,NULL,20,428,NULL,251.23,2018-04-20
9058,1,NULL,331,613,NULL,1341.49,2020-12-01
9059,3,NULL,NULL,706,2010,109.48,2019-12-20
9060,1,NULL,1145,990,NULL,2586.61,2020-10-15
9061,4,15997,NULL,29,NULL,671.02,2031-07-05
9062,2,NULL,NULL,1586,NULL,561.99,2016-10-21
9063,1,NULL,NULL,874,NULL,192.6,2022-01-15
9064,2,NULL,NULL,1839,NULL,39.65,2020-04-03
9065,1,NULL,998,2307,NULL,4371.44,2015-11-08
9066,1,NULL,492,1244,NULL,4111.37,2023-01-02
9067,3,NULL,NULL,987,2367,56.64,2016-05-10
9068,3,NULL,NULL,1855,1818,1709.69,2021-10-19
9069,2,NULL,NULL,2145,NULL,280.79,2022-11-06
9070,1,NULL,1168,2049,NULL,3240.56,2015-11-26
9071,2,NULL,754,836,NULL,462.06,2015-07-31
9072,2,NULL,NULL,1902,NULL,273.37,2015-09-19
9073,1,NULL,444,462,NULL,5667.82,2019-03-15
9074,3,NULL,NULL,821,2230,1125.68,2018-02-14
9075,4,6357,NULL,1684,NULL,574.02,2026-10-23
9076,1,NULL,536,726,NULL,2157.28,2017-01-01
9077,1,NULL,1085,1574,NULL,1727.2,2023-05-15
9078,3,NULL,NULL,1545,1800,1817.64,2018-12-12
9079,4,5143,1023,601,NULL,297.49,2023-12-29
9080,1,NULL,667,1331,NULL,4905.49,2015-10-01
9081,1,NULL,536,1276,NULL,1760.99,2019-09-01
9082,2,NULL,1031,1307,NULL,1393.86,2021-07-16
9083,3,NULL,NULL,2256,629,1593.44,2017-10-10
9084,2,NULL,NULL,1923,NULL,772.26,2015-03-21
9085,1,NULL,944,1109,NULL,2984.5,2020-05-15
9086,3,NULL,NULL,2209,1879,1299.62,2015-03-10
9087,1,NULL,497,1605,NULL,1899.25,2017-05-15
9088,1,NULL,842,1705,NULL,3453.02,2016-04-06
9089,4,23297,NULL,619,NULL,993.63,2021-04-21
9090,1,NULL,842,1717,NULL,2361.06,2018-05-15
9091,2,NULL,NULL,728,NULL,167.8,2022-11-18
9092,2,NULL,NULL,1756,NULL,142.08,2019-11-29
9093,3,NULL,NULL,208,903,375.42,2016-06-11
9094,1,NULL,670,1401,NULL,2347.58,2021-07-15
9095,3,NULL,NULL,174,451,767.85,2019-07-14
9096,3,NULL,NULL,1748,57,50.0,2018-01-16
9097,1,NULL,536,2482,NULL,2283.65,2015-08-15
9098,2,NULL,360,1328,NULL,311.93,2021-04-03
9099,3,NULL,NULL,245,1227,2644.77,2020-12-14
9100,3,NULL,NULL,758,1224,1002.0,2023-10-16
9101,1,NULL,749,614,NULL,3017.36,2015-05-08
9102,2,NULL,NULL,1766,NULL,374.47,2019-05-17
9103,3,NULL,NULL,1442,846,735.62,2017-05-11
9104,1,NULL,1088,2289,NULL,1976.7,2018-02-17
9105,2,NULL,NULL,2294,NULL,304.98,2019-10-04
9106,1,NULL,123,48,NULL,1935.26,2016-09-15
9107,1,NULL,27,214,NULL,2934.93,2020-07-26
9108,3,NULL,995,1428,157,1146.25,2015-08-15
9109,1,NULL,NULL,2287,NULL,100.0,2016-05-15
9110,2,NULL,NULL,82,NULL,296.27,2016-06-04
9111,1,NULL,691,2,NULL,1015.15,2016-03-01
9112,2,NULL,NULL,1146,NULL,129.93,2015-02-27
9113,1,NULL,1129,543,NULL,2566.8,2020-08-01
9114,2,NULL,NULL,1172,NULL,276.23,2015-04-03
9115,4,25098,NULL,681,NULL,210.6,2020-10-22
9116,3,NULL,NULL,2440,431,674.97,2023-04-17
9117,2,NULL,NULL,428,NULL,26.68,2022-04-15
9118,1,NULL,1166,1666,NULL,2931.98,2021-02-25
9119,3,NULL,NULL,881,511,1324.65,2018-02-15
9120,2,NULL,NULL,783,NULL,93.31,2017-11-24
9121,1,NULL,25,2087,NULL,2249.17,2019-10-02
9122,3,NULL,NULL,163,794,1407.86,2023-11-18
9123,2,NULL,NULL,1129,NULL,42.88,2019-11-01
9124,4,6116,235,1182,NULL,481.18,2025-06-03
9125,2,NULL,902,1522,NULL,184.69,2020-09-04
9126,1,NULL,757,152,NULL,3428.14,2022-03-24
9127,3,NULL,NULL,709,2365,1532.59,2023-05-10
9128,2,NULL,NULL,1479,NULL,490.88,2019-02-22
9129,2,NULL,NULL,336,NULL,129.6,2019-07-07
9130,4,22677,NULL,955,NULL,51.35,2038-11-22
9131,2,NULL,775,629,NULL,121.13,2019-07-12
9132,1,NULL,960,1912,NULL,601.07,2018-07-16
9133,2,NULL,NULL,1421,NULL,279.78,2023-02-24
9134,2,NULL,NULL,2044,NULL,149.92,2018-03-09
9135,2,NULL,NULL,1932,NULL,28.7,2019-02-15
9136,4,24142,NULL,2066,NULL,1252.86,2025-03-01
9137,2,NULL,NULL,2191,NULL,321.82,2023-05-27
9138,4,8685,NULL,1052,NULL,526.35,2034-03-16
9139,2,NULL,NULL,1616,NULL,23.75,2016-01-29
9140,1,NULL,890,947,NULL,2876.71,2021-05-15
9141,1,NULL,NULL,1569,NULL,100.0,2022-11-15
9142,3,NULL,220,934,2166,2312.55,2021-11-20
9143,4,23308,NULL,696,NULL,993.63,2022-03-18
9144,1,NULL,265,1070,NULL,2842.13,2017-03-30
9145,3,NULL,NULL,1080,1518,1801.55,2022-10-18
9146,3,NULL,NULL,701,539,1094.73,2022-05-19
9147,1,NULL,329,1458,NULL,3924.39,2021-12-23
9148,3,NULL,NULL,1017,1691,1331.0,2016-08-16
9149,2,NULL,NULL,866,NULL,334.47,2022-06-24
9150,1,NULL,639,1896,NULL,1524.34,2021-01-18
9151,1,NULL,1145,1308,NULL,1962.74,2017-09-01
9152,4,8912,NULL,1937,NULL,422.25,2036-09-24
9153,1,NULL,103,704,NULL,1985.81,2020-01-15
9154,2,NULL,NULL,36,NULL,240.58,2017-03-10
9155,3,NULL,NULL,1623,482,568.26,2015-05-17
9156,1,NULL,384,154,NULL,3779.91,2023-11-15
9157,3,NULL,NULL,1631,2342,977.8,2016-04-19
9158,2,NULL,NULL,1264,NULL,676.73,2021-01-09
9159,2,NULL,886,264,NULL,370.43,2022-04-01
9160,2,NULL,NULL,2140,NULL,67.78,2021-12-31
9161,4,14442,922,45,NULL,1216.1,2025-09-14
9162,2,NULL,829,1402,NULL,308.49,2015-12-19
9163,2,NULL,NULL,1951,NULL,171.13,2018-11-23
9164,1,NULL,236,1529,NULL,2441.27,2020-04-08
9165,2,NULL,NULL,1467,NULL,182.63,2017-01-13
9166,2,NULL,NULL,502,NULL,122.33,2022-05-29
9167,1,NULL,47,417,NULL,3584.22,2020-08-01
9168,3,NULL,NULL,361,506,1177.62,2021-04-10
9169,2,NULL,493,709,NULL,20.0,2015-04-10
9170,2,NULL,NULL,736,NULL,242.32,2019-07-07
9171,1,NULL,775,1996,NULL,2530.88,2021-09-15
9172,1,NULL,50,894,NULL,1411.34,2016-08-15
9173,1,NULL,36,2100,NULL,2647.87,2023-08-25
9174,4,23668,1081,2181,NULL,1016.62,2024-03-18
9175,2,NULL,NULL,348,NULL,290.78,2018-08-17
9176,1,NULL,306,644,NULL,1704.96,2019-01-26
9177,4,1861,NULL,1649,NULL,174.49,2036-08-03
9178,2,NULL,NULL,340,NULL,374.61,2017-11-24
9179,3,NULL,NULL,2314,572,329.96,2020-10-12
9180,1,NULL,236,671,NULL,3817.52,2017-05-01
9181,4,6147,216,122,NULL,481.18,2027-12-20
9182,2,NULL,795,1238,NULL,233.06,2016-12-03
9183,2,NULL,NULL,1502,NULL,65.23,2023-03-10
9184,2,NULL,NULL,1136,NULL,157.15,2015-05-03
9185,1,NULL,1113,972,NULL,3410.01,2022-11-15
9186,3,NULL,NULL,2458,643,1934.1,2019-12-16
9187,1,NULL,995,374,NULL,1039.22,2020-02-15
9188,1,NULL,42,1700,NULL,3020.15,2016-11-07
9189,2,NULL,NULL,397,NULL,367.82,2016-03-11
9190,3,NULL,NULL,137,918,972.95,2022-12-16
9191,1,NULL,306,640,NULL,1871.76,2020-05-01
9192,3,NULL,36,924,2031,1829.26,2023-08-11
9193,2,NULL,1063,1719,NULL,1001.75,2021-10-22
9194,2,NULL,NULL,912,NULL,570.95,2018-08-17
9195,1,NULL,NULL,702,NULL,100.0,2018-09-13
9196,1,NULL,123,1286,NULL,2750.43,2020-06-01
9197,2,NULL,NULL,2198,NULL,21.68,2021-02-07
9198,1,NULL,1023,1932,NULL,3009.99,2020-08-05
9199,2,NULL,NULL,2295,NULL,449.38,2016-08-05
9200,2,NULL,NULL,1374,NULL,78.55,2021-12-18
9201,2,NULL,42,163,NULL,1160.85,2016-01-01
9202,1,NULL,986,286,NULL,3374.28,2019-06-11
9203,2,NULL,935,2201,NULL,396.44,2016-04-08
9204,3,NULL,NULL,1819,1102,1292.01,2018-08-16
9205,2,NULL,NULL,7,NULL,146.7,2020-01-17
9206,2,NULL,NULL,254,NULL,301.72,2020-01-04
9207,1,NULL,1193,1544,NULL,5309.66,2017-09-26
9208,1,NULL,126,249,NULL,2315.72,2017-11-21
9209,1,NULL,667,1964,NULL,3196.79,2022-01-27
9210,1,NULL,989,1089,NULL,2779.18,2015-07-15
9211,2,NULL,NULL,400,NULL,20.0,2021-07-11
9212,1,NULL,823,1497,NULL,2877.39,2023-11-09
9213,1,NULL,680,1277,NULL,4478.39,2021-07-12
9214,2,NULL,960,657,NULL,1406.33,2016-02-05
9215,3,NULL,NULL,1268,2364,1713.15,2019-05-13
9216,4,20987,NULL,2105,NULL,708.9,2034-09-04
9217,1,NULL,639,2185,NULL,2618.55,2016-01-11
9218,2,NULL,NULL,740,NULL,324.68,2016-09-18
9219,2,NULL,NULL,1720,NULL,29.2,2021-04-02
9220,2,NULL,NULL,2161,NULL,243.95,2020-04-03
9221,1,NULL,770,1021,NULL,3806.76,2021-06-22
9222,4,23932,NULL,1387,NULL,814.79,2029-09-12
9223,2,NULL,NULL,883,NULL,918.38,2019-05-18
9224,2,NULL,492,9,NULL,1489.53,2016-12-23
9225,2,NULL,NULL,280,NULL,116.03,2017-01-20
9226,1,NULL,468,1035,NULL,2969.64,2020-03-16
9227,1,NULL,1194,2114,NULL,4432.46,2016-07-31
9228,1,NULL,1063,234,NULL,4564.4,2022-01-15
9229,1,NULL,248,371,NULL,3718.95,2022-02-15
9230,3,NULL,770,2353,2011,472.29,2018-12-12
9231,3,NULL,NULL,1944,1524,608.73,2020-03-14
9232,3,NULL,785,888,1701,1504.38,2022-09-18
9233,2,NULL,NULL,208,NULL,856.63,2023-04-15
9234,1,NULL,800,431,NULL,1572.06,2017-04-10
9235,1,NULL,842,321,NULL,1461.14,2023-03-15
9236,1,NULL,1088,1785,NULL,4042.12,2019-02-01
9237,1,NULL,NULL,185,NULL,100.0,2019-11-01
9238,3,NULL,NULL,2385,1716,958.35,2023-05-10
9239,2,NULL,NULL,200,NULL,20.0,2016-09-02
9240,4,24281,913,505,NULL,599.33,2021-06-04
9241,1,NULL,902,2119,NULL,2794.52,2018-03-06
9242,4,2203,1063,1035,NULL,1375.63,2023-02-02
9243,2,NULL,NULL,492,NULL,52.72,2015-08-21
9244,2,NULL,NULL,1222,NULL,237.63,2017-05-05
9245,2,NULL,NULL,2326,NULL,695.7,2021-01-22
9246,3,NULL,NULL,1222,2058,685.84,2017-11-17
9247,2,NULL,694,2385,NULL,90.16,2016-03-11
9248,2,NULL,NULL,1021,NULL,118.74,2018-10-05
9249,2,NULL,NULL,1022,NULL,241.85,2017-04-21
9250,1,NULL,418,1528,NULL,2245.58,2023-06-23
9251,3,NULL,NULL,649,1318,2299.72,2021-05-14
9252,2,NULL,NULL,1222,NULL,478.22,2022-01-21
9253,1,NULL,696,1899,NULL,2974.33,2018-03-15
9254,1,NULL,795,521,NULL,2924.07,2021-05-20
9255,3,NULL,NULL,78,1658,1445.89,2023-03-18
9256,3,NULL,NULL,1540,1510,221.27,2015-03-18
9257,1,NULL,216,1377,NULL,2142.91,2015-09-07
9258,2,NULL,NULL,1179,NULL,120.06,2015-03-28
9259,4,3632,NULL,703,NULL,75.69,2027-09-22
9260,3,NULL,NULL,814,1433,675.82,2017-08-14
9261,3,NULL,NULL,1979,1007,1549.88,2019-11-12
9262,3,NULL,NULL,1110,1404,1161.9,2017-08-10
9263,3,NULL,NULL,268,999,2220.82,2020-12-10
9264,1,NULL,428,2170,NULL,1867.19,2022-05-19
9265,2,NULL,NULL,2416,NULL,403.52,2020-08-21
9266,2,NULL,NULL,1784,NULL,204.37,2016-06-10
9267,1,NULL,952,800,NULL,3547.14,2020-05-11
9268,1,NULL,694,596,NULL,2113.22,2020-02-15
9269,2,NULL,1111,229,NULL,248.79,2019-09-21
9270,2,NULL,NULL,1512,NULL,211.15,2017-02-10
9271,2,NULL,NULL,892,NULL,147.99,2023-10-27
9272,2,NULL,NULL,1481,NULL,274.35,2022-05-08
9273,3,NULL,NULL,1039,1608,3429.21,2020-09-14
9274,3,NULL,NULL,1755,1887,470.41,2018-06-18
9275,2,NULL,NULL,593,NULL,318.63,2021-10-16
9276,1,NULL,360,1595,NULL,1909.26,2020-03-03
9277,2,NULL,NULL,566,NULL,119.29,2016-01-02
9278,2,NULL,NULL,415,NULL,50.84,2019-03-15
9279,2,NULL,NULL,1297,NULL,247.71,2023-02-04
9280,1,NULL,1063,2307,NULL,1199.12,2018-02-01
9281,1,NULL,1129,1306,NULL,1743.01,2017-03-08
9282,1,NULL,1166,1769,NULL,2668.92,2021-06-24
9283,1,NULL,203,69,NULL,1715.48,2023-06-09
9284,4,10781,NULL,329,NULL,4975.87,2023-09-25
9285,1,NULL,367,875,NULL,3865.37,2015-10-20
9286,2,NULL,NULL,1070,NULL,323.97,2023-05-27
9287,2,NULL,NULL,2475,NULL,427.11,2020-07-10
9288,4,24332,27,1520,NULL,599.33,2025-08-10
9289,1,NULL,995,1270,NULL,2635.99,2023-05-21
9290,2,NULL,NULL,140,NULL,26.2,2018-09-07
9291,1,NULL,922,479,NULL,1996.57,2016-03-09
9292,4,12230,NULL,872,NULL,323.7,2028-03-15
9293,2,NULL,NULL,1810,NULL,910.46,2017-02-24
9294,2,NULL,NULL,880,NULL,44.76,2021-04-23
9295,3,NULL,NULL,1693,995,2350.57,2023-05-15
9296,1,NULL,NULL,638,NULL,116.35,2022-07-15
9297,4,17715,698,411,NULL,289.23,2022-11-24
9298,1,NULL,897,1726,NULL,3819.61,2017-04-14
9299,1,NULL,236,1052,NULL,2455.97,2021-08-07
9300,1,NULL,NULL,545,NULL,100.0,2018-09-26
9301,1,NULL,650,527,NULL,3552.98,2020-12-01
9302,1,NULL,NULL,2394,NULL,933.99,2017-08-15
9303,2,NULL,NULL,410,NULL,129.06,2019-01-11
9304,3,NULL,NULL,1613,1470,378.24,2019-07-18
9305,3,NULL,754,3,2350,1464.05,2021-09-15
9306,2,NULL,800,2369,NULL,549.64,2016-06-10
9307,2,NULL,578,1025,NULL,374.41,2022-09-09
9308,3,NULL,NULL,118,76,683.28,2015-06-10
9309,3,NULL,NULL,1941,1634,1501.33,2022-04-13
9310,1,NULL,203,1215,NULL,3546.16,2016-07-01
9311,3,NULL,NULL,178,1771,1221.71,2020-12-20
9312,1,NULL,1074,2318,NULL,2286.58,2022-02-13
9313,4,7432,420,1090,NULL,209.45,2036-11-19
9314,1,NULL,639,673,NULL,3769.22,2020-05-01
9315,3,NULL,NULL,2474,1039,1489.28,2015-05-16
9316,3,NULL,NULL,624,1982,50.0,2018-03-11
9317,2,NULL,NULL,2488,NULL,701.61,2020-07-12
9318,1,NULL,385,1137,NULL,1110.96,2015-04-15
9319,4,12425,NULL,139,NULL,405.98,2025-03-05
9320,1,NULL,1031,2490,NULL,4409.58,2016-07-01
9321,4,15280,NULL,1817,NULL,567.26,2036-12-23
9322,1,NULL,696,995,NULL,3554.38,2017-04-04
9323,2,NULL,757,247,NULL,127.54,2017-10-27
9324,1,NULL,897,1820,NULL,2188.41,2021-04-24
9325,1,NULL,578,2325,NULL,1835.77,2017-07-15
9326,2,NULL,NULL,1407,NULL,69.36,2023-11-04
9327,4,14856,NULL,1467,NULL,687.78,2029-02-12
9328,1,NULL,27,1101,NULL,2765.49,2016-09-21
9329,2,NULL,NULL,2141,NULL,285.88,2023-08-18
9330,2,NULL,NULL,2424,NULL,662.35,2022-03-11
9331,2,NULL,NULL,134,NULL,560.95,2023-02-24
9332,3,NULL,NULL,1661,1704,172.27,2016-08-18
9333,2,NULL,NULL,610,NULL,69.22,2016-08-13
9334,1,NULL,979,1977,NULL,2395.66,2015-12-22
9335,1,NULL,NULL,210,NULL,396.87,2016-06-22
9336,3,NULL,NULL,402,938,2890.53,2021-06-19
9337,2,NULL,NULL,1863,NULL,329.48,2020-02-21
9338,1,NULL,224,1334,NULL,2629.57,2016-06-01
9339,2,NULL,770,1558,NULL,22.36,2017-06-25
9340,4,1288,NULL,1538,NULL,505.04,2031-01-25
9341,2,NULL,NULL,653,NULL,768.82,2022-07-22
9342,1,NULL,NULL,1778,NULL,472.55,2019-12-01
9343,2,NULL,NULL,1367,NULL,37.48,2016-05-13
9344,1,NULL,224,2047,NULL,2630.34,2023-03-21
9345,1,NULL,391,2412,NULL,3272.32,2023-06-15
9346,4,19092,1016,958,NULL,839.36,2026-06-12
9347,3,NULL,728,467,1852,628.6,2021-06-10
9348,2,NULL,NULL,1050,NULL,506.55,2022-07-09
9349,2,NULL,754,179,NULL,280.02,2020-05-02
9350,1,NULL,937,185,NULL,2604.23,2015-10-31
9351,2,NULL,1113,1661,NULL,501.65,2018-10-21
9352,2,NULL,265,975,NULL,145.65,2018-04-20
9353,4,17911,NULL,2,NULL,555.11,2027-06-10
9354,2,NULL,NULL,2449,NULL,252.73,2021-05-16
9355,1,NULL,262,663,NULL,723.65,2016-05-11
9356,2,NULL,NULL,142,NULL,246.21,2020-04-05
9357,4,21345,NULL,1752,NULL,834.14,2024-07-24
9358,3,NULL,NULL,894,2265,211.66,2019-03-20
9359,2,NULL,418,1725,NULL,283.49,2016-08-26
9360,1,NULL,913,7,NULL,2667.13,2015-11-05
9361,3,NULL,NULL,1499,977,175.61,2020-12-10
9362,3,NULL,922,1836,106,592.97,2023-01-10
9363,2,NULL,1063,1895,NULL,316.49,2018-11-02
9364,2,NULL,NULL,1130,NULL,659.14,2017-01-29
9365,4,226,NULL,2298,NULL,777.74,2042-02-04
9366,4,3184,NULL,1078,NULL,869.48,2018-12-17
9367,2,NULL,NULL,863,NULL,442.87,2017-08-11
9368,4,10249,NULL,63,NULL,686.51,2027-07-10
9369,1,NULL,229,672,NULL,2477.12,2020-10-01
9370,2,NULL,NULL,1749,NULL,146.94,2022-02-11
9371,1,NULL,629,888,NULL,2834.25,2020-10-12
9372,1,NULL,331,1777,NULL,1312.8,2019-02-15
9373,1,NULL,NULL,751,NULL,346.89,2016-01-01
9374,3,NULL,770,2193,7,50.0,2018-05-20
9375,3,NULL,126,460,93,2578.53,2019-07-11
9376,1,NULL,332,1125,NULL,2617.81,2022-06-01
9377,4,3683,NULL,443,NULL,75.69,2031-11-24
9378,1,NULL,498,151,NULL,2003.1,2021-11-01
9379,4,17157,NULL,1761,NULL,3317.76,2022-08-18
9380,2,NULL,NULL,1042,NULL,510.0,2023-03-24
9381,1,NULL,434,1769,NULL,3622.72,2022-01-01
9382,3,NULL,NULL,2489,1612,942.89,2015-12-18
9383,1,NULL,706,1220,NULL,1591.79,2020-03-15
9384,2,NULL,NULL,782,NULL,632.34,2015-07-11
9385,1,NULL,1111,1622,NULL,2107.81,2018-06-01
9386,2,NULL,536,1079,NULL,44.76,2023-10-13
9387,3,NULL,1193,256,1737,2405.54,2015-03-15
9388,1,NULL,1129,2368,NULL,1498.91,2022-08-19
9389,1,NULL,103,166,NULL,1670.45,2020-02-18
9390,4,13016,NULL,1230,NULL,242.06,2026-12-08
9391,1,NULL,749,1609,NULL,2626.59,2021-07-15
9392,2,NULL,3,2078,NULL,90.42,2015-01-30
